Ponto,Amostra,SSID1,RSSI1,SSID2,RSSI2,SSID3,RSSI3,SSID4,RSSI4,SSID5,RSSI5,SSID6,RSSI6,SSID7,RSSI7,SSID8,RSSI8,SSID9,RSSI9,SSID10,RSSI10
TP1,98,CETELI_TREINAMENTOS,-69,CETELI_WIFI,-69,CETELI_P&D,-69,eduroam,-70,wifi-zone-ufam-1,-70,VISITANTE_CETELI,-70,TPV,-77,BRITO_AP,-82,Lab-Materiais,-83,S80,-83
TP1,99,wifi-zone-ufam-1,-69,eduroam,-70,VISITANTE_CETELI,-70,CETELI_TREINAMENTOS,-70,CETELI_WIFI,-70,CETELI_P&D,-72,TPV,-77,Lab-Materiais,-81,lpmc_ft,-81,S80,-83
TP1,100,eduroam,-70,wifi-zone-ufam-1,-70,VISITANTE_CETELI,-70,CETELI_TREINAMENTOS,-70,CETELI_WIFI,-70,CETELI_P&D,-72,TPV,-78,Lab-Materiais,-81,lpmc_ft,-82,isabele's Galaxy F41,-82
TP1,101,wifi-zone-ufam-1,-70,eduroam,-70,VISITANTE_CETELI,-70,CETELI_TREINAMENTOS,-70,CETELI_P&D,-70,CETELI_WIFI,-73,TPV,-77,dlink-9A00,-79,isabele's Galaxy F41,-79,Lab-Materiais,-82
TP1,102,CETELI_TREINAMENTOS,-69,eduroam,-70,wifi-zone-ufam-1,-70,VISITANTE_CETELI,-70,CETELI_WIFI,-70,CETELI_P&D,-70,isabele's Galaxy F41,-74,TPV,-77,Lab-Materiais,-82,lpmc_ft,-83
TP1,103,wifi-zone-ufam-1,-69,eduroam,-70,VISITANTE_CETELI,-70,CETELI_TREINAMENTOS,-70,CETELI_WIFI,-70,CETELI_P&D,-70,TPV,-74,isabele's Galaxy F41,-76,lpmc_ft,-81,Lab-Materiais,-82
TP1,104,eduroam,-70,wifi-zone-ufam-1,-70,VISITANTE_CETELI,-70,CETELI_TREINAMENTOS,-70,CETELI_WIFI,-70,CETELI_P&D,-70,dlink-9A00,-74,TPV,-77,Lab-Materiais,-82,lpmc_ft,-82
TP1,105,eduroam,-70,wifi-zone-ufam-1,-70,dlink-9A00,-70,CETELI_WIFI,-70,VISITANTE_CETELI,-70,CETELI_TREINAMENTOS,-70,CETELI_P&D,-70,TPV,-77,Lab-Materiais,-80,lpmc_ft,-82
TP1,106,eduroam,-69,wifi-zone-ufam-1,-69,VISITANTE_CETELI,-70,CETELI_TREINAMENTOS,-70,CETELI_WIFI,-70,CETELI_P&D,-70,TPV,-78,IoT-zone-ufam,-86,isabele's Galaxy F41,-86,BRITO_AP,-88
TP1,107,wifi-zone-ufam-1,-69,eduroam,-70,VISITANTE_CETELI,-70,CETELI_TREINAMENTOS,-70,CETELI_P&D,-70,dlink-9A00,-71,CETELI_WIFI,-71,TPV,-77,Lab-Materiais,-82,IoT-zone-ufam,-84
TP1,108,eduroam,-69,wifi-zone-ufam-1,-69,dlink-9A00,-70,CETELI_WIFI,-70,VISITANTE_CETELI,-70,CETELI_TREINAMENTOS,-70,CETELI_P&D,-70,TPV,-73,Lab-Materiais,-82,isabele's Galaxy F41,-83
TP1,109,eduroam,-69,wifi-zone-ufam-1,-69,CETELI_WIFI,-69,VISITANTE_CETELI,-69,CETELI_P&D,-69,dlink-9A00,-70,CETELI_TREINAMENTOS,-70,TPV,-78,Lab-Materiais,-81,lpmc_ft,-81
TP1,110,eduroam,-69,wifi-zone-ufam-1,-69,CETELI_P&D,-69,CETELI_WIFI,-70,CETELI_TREINAMENTOS,-70,VISITANTE_CETELI,-71,TPV,-76,lpmc_ft,-81,Lab-Materiais,-82,BRITO_AP,-83
TP1,111,eduroam,-69,wifi-zone-ufam-1,-70,CETELI_WIFI,-70,VISITANTE_CETELI,-70,CETELI_TREINAMENTOS,-70,CETELI_P&D,-70,TPV,-77,dlink-9A00,-79,lpmc_ft,-80,Lab-Materiais,-82
TP1,112,CETELI_WIFI,-69,VISITANTE_CETELI,-69,CETELI_TREINAMENTOS,-69,eduroam,-70,wifi-zone-ufam-1,-70,dlink-9A00,-70,CETELI_P&D,-70,TPV,-77,Lab-Materiais,-80,lpmc_ft,-82
TP1,113,wifi-zone-ufam-1,-69,CETELI_WIFI,-69,eduroam,-70,VISITANTE_CETELI,-70,CETELI_TREINAMENTOS,-70,CETELI_P&D,-70,TPV,-78,lpmc_ft,-81,Lab-Materiais,-82,S80,-84
TP1,114,wifi-zone-ufam-1,-69,VISITANTE_CETELI,-69,CETELI_TREINAMENTOS,-69,eduroam,-70,CETELI_WIFI,-70,CETELI_P&D,-70,TPV,-78,Lab-Materiais,-80,lpmc_ft,-82,BRITO_AP,-83
TP1,115,wifi-zone-ufam-1,-69,CETELI_TREINAMENTOS,-69,CETELI_P&D,-69,eduroam,-70,dlink-9A00,-70,CETELI_WIFI,-70,VISITANTE_CETELI,-71,TPV,-77,lpmc_ft,-79,Lab-Materiais,-81
TP1,116,eduroam,-69,wifi-zone-ufam-1,-69,dlink-9A00,-69,CETELI_WIFI,-69,VISITANTE_CETELI,-69,CETELI_TREINAMENTOS,-70,CETELI_P&D,-70,TPV,-78,lpmc_ft,-81,Lab-Materiais,-82
TP1,117,CETELI_P&D,-68,eduroam,-69,wifi-zone-ufam-1,-69,dlink-9A00,-69,CETELI_WIFI,-69,VISITANTE_CETELI,-69,CETELI_TREINAMENTOS,-69,TPV,-77,lpmc_ft,-81,S80,-82
TP1,118,eduroam,-69,wifi-zone-ufam-1,-69,VISITANTE_CETELI,-70,CETELI_WIFI,-70,CETELI_P&D,-70,CETELI_TREINAMENTOS,-71,lpmc_ft,-77,dlink-9A00,-80,Lab-Materiais,-83,S80,-84
TP1,119,wifi-zone-ufam-1,-69,eduroam,-70,dlink-9A00,-70,CETELI_WIFI,-70,VISITANTE_CETELI,-70,CETELI_TREINAMENTOS,-70,CETELI_P&D,-70,TPV,-76,lpmc_ft,-81,BRITO_AP,-83
TP1,120,dlink-9A00,-68,eduroam,-69,wifi-zone-ufam-1,-69,CETELI_WIFI,-69,VISITANTE_CETELI,-69,CETELI_TREINAMENTOS,-70,CETELI_P&D,-70,TPV,-77,lpmc_ft,-82,Lab-Materiais,-83
TP2,1,CETELI_TREINAMENTOS,-57,VISITANTE_CETELI,-58,CETELI_WIFI,-58,CETELI_P&D,-58,dlink-9A00,-59,eduroam,-71,wifi-zone-ufam-1,-71,TPV,-77,lpmc_ft,-78,IoT-zone-ufam,-85
TP2,2,VISITANTE_CETELI,-57,CETELI_TREINAMENTOS,-57,CETELI_P&D,-57,CETELI_WIFI,-58,dlink-9A00,-66,eduroam,-72,wifi-zone-ufam-1,-72,lpmc_ft,-78,S80,-83,IoT-zone-ufam,-84
TP2,3,CETELI_WIFI,-57,VISITANTE_CETELI,-57,CETELI_P&D,-57,CETELI_TREINAMENTOS,-58,dlink-9A00,-59,eduroam,-71,wifi-zone-ufam-1,-71,TPV,-73,S80,-84,lpmc_ft,-85
TP2,4,CETELI_WIFI,-57,VISITANTE_CETELI,-57,CETELI_TREINAMENTOS,-57,CETELI_P&D,-57,dlink-9A00,-59,eduroam,-71,wifi-zone-ufam-1,-71,TPV,-73,IoT-zone-ufam,-82,lpmc_ft,-85
TP2,5,CETELI_WIFI,-57,VISITANTE_CETELI,-57,CETELI_TREINAMENTOS,-57,CETELI_P&D,-57,dlink-9A00,-66,eduroam,-71,wifi-zone-ufam-1,-71,TPV,-73,lpmc_ft,-80,IoT-zone-ufam,-83
TP2,6,CETELI_WIFI,-57,CETELI_P&D,-57,VISITANTE_CETELI,-58,CETELI_TREINAMENTOS,-58,dlink-9A00,-59,eduroam,-71,wifi-zone-ufam-1,-71,TPV,-73,IoT-zone-ufam,-82,S80,-83
TP2,7,CETELI_WIFI,-57,VISITANTE_CETELI,-57,CETELI_TREINAMENTOS,-57,CETELI_P&D,-58,dlink-9A00,-66,eduroam,-71,wifi-zone-ufam-1,-71,TPV,-73,lpmc_ft,-80,BRITO_AP,-84
TP2,8,CETELI_P&D,-56,CETELI_TREINAMENTOS,-57,CETELI_WIFI,-58,VISITANTE_CETELI,-58,dlink-9A00,-59,eduroam,-71,wifi-zone-ufam-1,-71,TPV,-74,IoT-zone-ufam,-84,S80,-84
TP2,9,VISITANTE_CETELI,-57,CETELI_P&D,-57,CETELI_WIFI,-58,CETELI_TREINAMENTOS,-58,dlink-9A00,-59,eduroam,-71,wifi-zone-ufam-1,-71,TPV,-73,IoT-zone-ufam,-83,S80,-84
TP2,10,CETELI_P&D,-57,CETELI_WIFI,-58,VISITANTE_CETELI,-58,CETELI_TREINAMENTOS,-59,dlink-9A00,-66,eduroam,-71,wifi-zone-ufam-1,-71,TPV,-73,IoT-zone-ufam,-84,S80,-84
TP2,11,VISITANTE_CETELI,-57,CETELI_TREINAMENTOS,-57,CETELI_WIFI,-57,CETELI_P&D,-57,dlink-9A00,-67,eduroam,-71,wifi-zone-ufam-1,-71,TPV,-73,S80,-83,BRITO_AP,-85
TP2,12,CETELI_TREINAMENTOS,-56,CETELI_P&D,-57,CETELI_WIFI,-58,VISITANTE_CETELI,-58,dlink-9A00,-66,eduroam,-71,wifi-zone-ufam-1,-71,TPV,-74,lpmc_ft,-79,S80,-83
TP2,13,CETELI_WIFI,-57,CETELI_TREINAMENTOS,-57,VISITANTE_CETELI,-58,CETELI_P&D,-58,dlink-9A00,-59,eduroam,-71,wifi-zone-ufam-1,-71,TPV,-74,lpmc_ft,-75,IoT-zone-ufam,-83
TP2,14,VISITANTE_CETELI,-56,CETELI_TREINAMENTOS,-57,CETELI_WIFI,-58,CETELI_P&D,-58,dlink-9A00,-66,eduroam,-71,wifi-zone-ufam-1,-71,lpmc_ft,-74,TPV,-74,IoT-zone-ufam,-86
TP2,15,CETELI_WIFI,-57,VISITANTE_CETELI,-57,CETELI_TREINAMENTOS,-57,CETELI_P&D,-58,dlink-9A00,-67,eduroam,-71,wifi-zone-ufam-1,-71,lpmc_ft,-80,IoT-zone-ufam,-83,S80,-84
TP2,16,CETELI_TREINAMENTOS,-57,VISITANTE_CETELI,-57,CETELI_P&D,-58,CETELI_WIFI,-61,dlink-9A00,-67,eduroam,-71,wifi-zone-ufam-1,-71,TPV,-74,IoT-zone-ufam,-83,EEGI_ADM,-87
TP2,17,CETELI_WIFI,-57,VISITANTE_CETELI,-57,CETELI_TREINAMENTOS,-58,CETELI_P&D,-58,dlink-9A00,-59,eduroam,-71,wifi-zone-ufam-1,-71,TPV,-74,lpmc_ft,-79,IoT-zone-ufam,-82
TP2,18,VISITANTE_CETELI,-57,CETELI_TREINAMENTOS,-57,CETELI_WIFI,-57,CETELI_P&D,-58,dlink-9A00,-67,eduroam,-71,wifi-zone-ufam-1,-71,TPV,-72,S80,-83,IoT-zone-ufam,-84
TP2,19,CETELI_TREINAMENTOS,-57,CETELI_WIFI,-58,VISITANTE_CETELI,-58,CETELI_P&D,-58,dlink-9A00,-59,eduroam,-71,wifi-zone-ufam-1,-71,TPV,-74,lpmc_ft,-79,BRITO_AP,-83
TP2,20,CETELI_WIFI,-57,VISITANTE_CETELI,-58,CETELI_TREINAMENTOS,-58,CETELI_P&D,-58,dlink-9A00,-59,eduroam,-71,wifi-zone-ufam-1,-71,TPV,-73,IoT-zone-ufam,-84,S80,-85
TP2,21,VISITANTE_CETELI,-56,CETELI_P&D,-57,CETELI_TREINAMENTOS,-58,CETELI_WIFI,-58,dlink-9A00,-67,eduroam,-71,wifi-zone-ufam-1,-71,TPV,-74,lpmc_ft,-79,IoT-zone-ufam,-83
TP2,22,CETELI_WIFI,-56,VISITANTE_CETELI,-57,CETELI_P&D,-57,CETELI_TREINAMENTOS,-58,dlink-9A00,-59,eduroam,-71,wifi-zone-ufam-1,-71,TPV,-74,lpmc_ft,-81,S80,-82
TP2,23,CETELI_WIFI,-57,CETELI_TREINAMENTOS,-57,CETELI_P&D,-57,VISITANTE_CETELI,-58,dlink-9A00,-67,eduroam,-71,wifi-zone-ufam-1,-71,TPV,-73,S80,-83,IoT-zone-ufam,-85
TP2,24,CETELI_TREINAMENTOS,-57,CETELI_P&D,-57,VISITANTE_CETELI,-58,dlink-9A00,-59,CETELI_WIFI,-59,wifi-zone-ufam-1,-71,eduroam,-72,TPV,-73,S80,-83,IoT-zone-ufam,-84
TP2,25,CETELI_WIFI,-57,VISITANTE_CETELI,-58,CETELI_TREINAMENTOS,-58,CETELI_P&D,-58,dlink-9A00,-67,eduroam,-71,wifi-zone-ufam-1,-71,TPV,-75,lpmc_ft,-80,S80,-83
TP2,26,CETELI_WIFI,-57,VISITANTE_CETELI,-57,CETELI_P&D,-57,CETELI_TREINAMENTOS,-58,dlink-9A00,-59,eduroam,-71,wifi-zone-ufam-1,-71,TPV,-74,IoT-zone-ufam,-83,BRITO_AP,-84
TP2,27,CETELI_WIFI,-57,VISITANTE_CETELI,-58,CETELI_TREINAMENTOS,-58,CETELI_P&D,-58,dlink-9A00,-67,wifi-zone-ufam-1,-70,eduroam,-71,TPV,-74,lpmc_ft,-83,IoT-zone-ufam,-83
TP2,28,CETELI_WIFI,-57,CETELI_TREINAMENTOS,-57,CETELI_P&D,-57,dlink-9A00,-59,VISITANTE_CETELI,-60,wifi-zone-ufam-1,-70,eduroam,-71,TPV,-74,lpmc_ft,-80,EEGI_ADM,-81
TP2,29,CETELI_WIFI,-57,CETELI_TREINAMENTOS,-57,VISITANTE_CETELI,-58,CETELI_P&D,-58,dlink-9A00,-66,eduroam,-71,wifi-zone-ufam-1,-71,TPV,-73,IoT-zone-ufam,-85,S80,-85
TP2,30,CETELI_WIFI,-58,VISITANTE_CETELI,-58,CETELI_TREINAMENTOS,-58,CETELI_P&D,-58,dlink-9A00,-66,eduroam,-71,wifi-zone-ufam-1,-71,TPV,-73,S80,-83,BRITO_AP,-85
TP2,31,CETELI_P&D,-56,CETELI_TREINAMENTOS,-57,VISITANTE_CETELI,-57,CETELI_WIFI,-58,eduroam,-71,wifi-zone-ufam-1,-71,TPV,-74,IoT-zone-ufam,-80,lpmc_ft,-85,BRITO_AP,-86
TP2,32,CETELI_TREINAMENTOS,-57,CETELI_WIFI,-58,VISITANTE_CETELI,-58,CETELI_P&D,-58,dlink-9A00,-67,eduroam,-71,wifi-zone-ufam-1,-72,lpmc_ft,-79,S80,-84,IoT-zone-ufam,-85
TP2,33,CETELI_WIFI,-57,VISITANTE_CETELI,-58,CETELI_TREINAMENTOS,-58,CETELI_P&D,-58,dlink-9A00,-67,eduroam,-71,wifi-zone-ufam-1,-71,TPV,-73,lpmc_ft,-78,BRITO_AP,-84
TP2,34,CETELI_TREINAMENTOS,-57,CETELI_P&D,-57,CETELI_WIFI,-58,VISITANTE_CETELI,-58,dlink-9A00,-66,eduroam,-71,wifi-zone-ufam-1,-71,TPV,-74,S80,-83,IoT-zone-ufam,-85
TP2,35,CETELI_WIFI,-57,CETELI_TREINAMENTOS,-57,VISITANTE_CETELI,-58,CETELI_P&D,-58,dlink-9A00,-59,wifi-zone-ufam-1,-71,eduroam,-72,TPV,-73,S80,-84,BRITO_AP,-86
TP2,36,CETELI_TREINAMENTOS,-57,CETELI_P&D,-57,CETELI_WIFI,-58,VISITANTE_CETELI,-58,dlink-9A00,-68,wifi-zone-ufam-1,-73,eduroam,-73,TPV,-74,IoT-zone-ufam,-83,S80,-84
TP2,37,VISITANTE_CETELI,-58,CETELI_TREINAMENTOS,-58,CETELI_WIFI,-58,CETELI_P&D,-58,dlink-9A00,-59,eduroam,-71,wifi-zone-ufam-1,-71,TPV,-73,lpmc_ft,-80,IoT-zone-ufam,-85
TP2,38,CETELI_WIFI,-58,VISITANTE_CETELI,-58,CETELI_TREINAMENTOS,-58,CETELI_P&D,-58,dlink-9A00,-59,eduroam,-71,wifi-zone-ufam-1,-71,TPV,-74,lpmc_ft,-80,IoT-zone-ufam,-84
TP2,39,CETELI_TREINAMENTOS,-57,CETELI_WIFI,-58,CETELI_P&D,-58,dlink-9A00,-59,VISITANTE_CETELI,-59,eduroam,-71,wifi-zone-ufam-1,-71,TPV,-73,lpmc_ft,-79,IoT-zone-ufam,-85
TP2,40,CETELI_WIFI,-57,CETELI_TREINAMENTOS,-57,VISITANTE_CETELI,-58,CETELI_P&D,-58,dlink-9A00,-66,eduroam,-71,wifi-zone-ufam-1,-71,TPV,-75,lpmc_ft,-81,IoT-zone-ufam,-84
TP2,41,CETELI_WIFI,-58,VISITANTE_CETELI,-58,CETELI_P&D,-58,dlink-9A00,-59,CETELI_TREINAMENTOS,-59,eduroam,-71,wifi-zone-ufam-1,-71,TPV,-75,lpmc_ft,-79,S80,-84
TP2,42,CETELI_TREINAMENTOS,-57,CETELI_P&D,-57,CETELI_WIFI,-58,VISITANTE_CETELI,-58,dlink-9A00,-68,eduroam,-71,wifi-zone-ufam-1,-71,TPV,-75,lpmc_ft,-80,IoT-zone-ufam,-83
TP2,43,VISITANTE_CETELI,-57,CETELI_WIFI,-58,CETELI_TREINAMENTOS,-58,CETELI_P&D,-58,dlink-9A00,-68,eduroam,-71,wifi-zone-ufam-1,-71,TPV,-74,lpmc_ft,-85,IoT-zone-ufam,-85
TP2,44,VISITANTE_CETELI,-58,CETELI_TREINAMENTOS,-58,CETELI_WIFI,-58,CETELI_P&D,-58,dlink-9A00,-59,wifi-zone-ufam-1,-71,eduroam,-71,TPV,-74,lpmc_ft,-80,IoT-zone-ufam,-83
TP2,45,VISITANTE_CETELI,-57,CETELI_WIFI,-58,CETELI_P&D,-58,CETELI_TREINAMENTOS,-59,dlink-9A00,-60,eduroam,-71,wifi-zone-ufam-1,-71,TPV,-75,lpmc_ft,-79,IoT-zone-ufam,-84
TP2,46,CETELI_WIFI,-58,CETELI_TREINAMENTOS,-58,CETELI_P&D,-58,VISITANTE_CETELI,-59,dlink-9A00,-67,eduroam,-71,wifi-zone-ufam-1,-71,TPV,-74,S80,-84,IoT-zone-ufam,-85
TP2,47,VISITANTE_CETELI,-57,CETELI_P&D,-57,CETELI_WIFI,-58,CETELI_TREINAMENTOS,-58,dlink-9A00,-59,eduroam,-71,wifi-zone-ufam-1,-71,TPV,-74,S80,-85,IoT-zone-ufam,-86
TP2,48,VISITANTE_CETELI,-58,CETELI_TREINAMENTOS,-58,CETELI_WIFI,-58,CETELI_P&D,-58,dlink-9A00,-59,eduroam,-71,wifi-zone-ufam-1,-71,TPV,-74,lpmc_ft,-81,S80,-85
TP2,49,dlink-9A00,-59,CETELI_WIFI,-59,VISITANTE_CETELI,-60,CETELI_P&D,-60,CETELI_TREINAMENTOS,-61,eduroam,-72,wifi-zone-ufam-1,-72,TPV,-74,IoT-zone-ufam,-83,S80,-83
TP2,50,CETELI_TREINAMENTOS,-58,CETELI_WIFI,-58,CETELI_P&D,-58,VISITANTE_CETELI,-58,dlink-9A00,-59,eduroam,-71,wifi-zone-ufam-1,-71,TPV,-74,lpmc_ft,-80,IoT-zone-ufam,-83
TP2,51,VISITANTE_CETELI,-57,CETELI_TREINAMENTOS,-58,CETELI_WIFI,-58,CETELI_P&D,-58,dlink-9A00,-67,eduroam,-72,wifi-zone-ufam-1,-72,TPV,-74,lpmc_ft,-80,IoT-zone-ufam,-83
TP2,52,CETELI_WIFI,-57,dlink-9A00,-58,VISITANTE_CETELI,-58,CETELI_TREINAMENTOS,-58,CETELI_P&D,-58,eduroam,-70,wifi-zone-ufam-1,-71,TPV,-73,IoT-zone-ufam,-84,S80,-84
TP2,53,CETELI_WIFI,-56,VISITANTE_CETELI,-56,CETELI_TREINAMENTOS,-57,CETELI_P&D,-57,dlink-9A00,-61,TPV,-74,eduroam,-74,wifi-zone-ufam-1,-74,lpmc_ft,-80,S80,-83
TP2,54,CETELI_WIFI,-59,VISITANTE_CETELI,-59,CETELI_TREINAMENTOS,-59,CETELI_P&D,-59,dlink-9A00,-64,TPV,-74,eduroam,-74,wifi-zone-ufam-1,-74,S80,-83,IoT-zone-ufam,-87
TP2,55,CETELI_TREINAMENTOS,-57,CETELI_WIFI,-57,CETELI_P&D,-57,VISITANTE_CETELI,-58,dlink-9A00,-68,eduroam,-73,wifi-zone-ufam-1,-73,TPV,-75,lpmc_ft,-76,IoT-zone-ufam,-83
TP2,56,VISITANTE_CETELI,-57,CETELI_P&D,-58,dlink-9A00,-59,CETELI_TREINAMENTOS,-59,CETELI_WIFI,-60,TPV,-74,eduroam,-74,wifi-zone-ufam-1,-74,lpmc_ft,-79,IoT-zone-ufam,-83
TP2,57,CETELI_WIFI,-58,VISITANTE_CETELI,-58,CETELI_TREINAMENTOS,-58,CETELI_P&D,-58,dlink-9A00,-59,TPV,-74,wifi-zone-ufam-1,-74,eduroam,-74,IoT-zone-ufam,-82,S80,-83
TP2,58,VISITANTE_CETELI,-57,CETELI_TREINAMENTOS,-58,CETELI_P&D,-58,CETELI_WIFI,-61,dlink-9A00,-68,eduroam,-73,wifi-zone-ufam-1,-73,lpmc_ft,-79,IoT-zone-ufam,-84,LAB_LME_2G,-84
TP2,59,VISITANTE_CETELI,-57,CETELI_TREINAMENTOS,-58,CETELI_WIFI,-58,dlink-9A00,-59,CETELI_P&D,-59,eduroam,-71,wifi-zone-ufam-1,-71,TPV,-73,S80,-84,IoT-zone-ufam,-85
TP2,60,CETELI_WIFI,-57,CETELI_TREINAMENTOS,-58,CETELI_P&D,-58,dlink-9A00,-59,VISITANTE_CETELI,-59,eduroam,-71,wifi-zone-ufam-1,-71,TPV,-78,IoT-zone-ufam,-84,lpmc_ft,-85
TP2,61,VISITANTE_CETELI,-59,CETELI_WIFI,-60,CETELI_TREINAMENTOS,-60,CETELI_P&D,-60,dlink-9A00,-65,wifi-zone-ufam-1,-71,eduroam,-72,TPV,-74,lpmc_ft,-79,IoT-zone-ufam,-82
TP2,62,CETELI_WIFI,-57,VISITANTE_CETELI,-59,CETELI_TREINAMENTOS,-59,CETELI_P&D,-59,dlink-9A00,-67,wifi-zone-ufam-1,-71,eduroam,-72,TPV,-74,IoT-zone-ufam,-80,lpmc_ft,-83
TP2,63,CETELI_WIFI,-58,VISITANTE_CETELI,-58,CETELI_TREINAMENTOS,-58,CETELI_P&D,-58,dlink-9A00,-66,eduroam,-71,wifi-zone-ufam-1,-71,TPV,-73,S80,-83,IoT-zone-ufam,-85
TP2,64,CETELI_WIFI,-58,VISITANTE_CETELI,-58,CETELI_TREINAMENTOS,-58,CETELI_P&D,-58,dlink-9A00,-59,wifi-zone-ufam-1,-71,eduroam,-72,TPV,-74,lpmc_ft,-80,S80,-84
TP2,65,VISITANTE_CETELI,-57,CETELI_WIFI,-58,CETELI_TREINAMENTOS,-58,CETELI_P&D,-58,dlink-9A00,-59,wifi-zone-ufam-1,-71,eduroam,-72,TPV,-74,IoT-zone-ufam,-85,S80,-85
TP2,66,CETELI_WIFI,-58,VISITANTE_CETELI,-58,CETELI_P&D,-58,dlink-9A00,-59,CETELI_TREINAMENTOS,-59,wifi-zone-ufam-1,-71,eduroam,-72,TPV,-75,lpmc_ft,-80,S80,-84
TP2,67,VISITANTE_CETELI,-57,CETELI_TREINAMENTOS,-58,CETELI_P&D,-58,dlink-9A00,-59,CETELI_WIFI,-60,eduroam,-71,wifi-zone-ufam-1,-71,TPV,-74,lpmc_ft,-76,IoT-zone-ufam,-84
TP2,68,CETELI_WIFI,-58,VISITANTE_CETELI,-58,CETELI_TREINAMENTOS,-58,CETELI_P&D,-58,dlink-9A00,-67,eduroam,-71,wifi-zone-ufam-1,-71,TPV,-74,lpmc_ft,-81,IoT-zone-ufam,-83
TP2,69,CETELI_WIFI,-57,dlink-9A00,-58,VISITANTE_CETELI,-58,CETELI_TREINAMENTOS,-58,CETELI_P&D,-58,eduroam,-71,wifi-zone-ufam-1,-71,TPV,-75,IoT-zone-ufam,-82,S80,-84
TP2,70,VISITANTE_CETELI,-57,CETELI_WIFI,-58,CETELI_P&D,-58,CETELI_TREINAMENTOS,-59,eduroam,-71,wifi-zone-ufam-1,-71,TPV,-75,lpmc_ft,-85,IoT-zone-ufam,-86,EEGI_ADM,-89
TP2,71,VISITANTE_CETELI,-58,CETELI_TREINAMENTOS,-58,CETELI_WIFI,-58,CETELI_P&D,-58,dlink-9A00,-60,eduroam,-71,wifi-zone-ufam-1,-72,TPV,-73,IoT-zone-ufam,-83,S80,-84
TP2,72,CETELI_WIFI,-57,CETELI_TREINAMENTOS,-58,CETELI_P&D,-58,VISITANTE_CETELI,-59,dlink-9A00,-67,wifi-zone-ufam-1,-70,TPV,-71,eduroam,-71,IoT-zone-ufam,-82,lpmc_ft,-84
TP2,73,CETELI_P&D,-57,CETELI_WIFI,-58,VISITANTE_CETELI,-58,CETELI_TREINAMENTOS,-58,dlink-9A00,-67,eduroam,-73,wifi-zone-ufam-1,-73,TPV,-74,IoT-zone-ufam,-84,S80,-84
TP2,74,CETELI_WIFI,-58,CETELI_TREINAMENTOS,-58,CETELI_P&D,-58,VISITANTE_CETELI,-59,dlink-9A00,-67,wifi-zone-ufam-1,-70,eduroam,-71,TPV,-75,lpmc_ft,-76,IoT-zone-ufam,-84
TP2,75,CETELI_P&D,-58,CETELI_WIFI,-58,CETELI_TREINAMENTOS,-58,VISITANTE_CETELI,-59,dlink-9A00,-67,eduroam,-71,wifi-zone-ufam-1,-71,TPV,-74,S80,-84,lpmc_ft,-85
