rp,CETELI_WIFI,CETELI_TREINAMENTOS,CETELI_P&D,VISITANTE_CETELI,eduroam,wifi-zone-ufam-1,dlink-9A00,TPV,BRITO_AP,S80
2,-57.0,-58.0,-58.0,-58.0,-72.0,-71.0,-59.0,-74.0,-100.0,-84.0
2,-58.0,-58.0,-59.0,-59.0,-71.0,-71.0,-61.0,-74.0,-100.0,-100.0
2,-59.0,-58.0,-58.0,-59.0,-71.0,-71.0,-59.0,-75.0,-100.0,-84.0
2,-59.0,-58.0,-59.0,-59.0,-71.0,-71.0,-67.0,-74.0,-100.0,-100.0
2,-58.0,-58.0,-59.0,-58.0,-72.0,-71.0,-59.0,-75.0,-100.0,-100.0
2,-58.0,-59.0,-58.0,-58.0,-71.0,-71.0,-59.0,-75.0,-100.0,-83.0
2,-58.0,-58.0,-58.0,-57.0,-72.0,-71.0,-68.0,-74.0,-100.0,-84.0
2,-58.0,-59.0,-58.0,-58.0,-71.0,-71.0,-59.0,-74.0,-86.0,-84.0
2,-58.0,-59.0,-58.0,-58.0,-71.0,-71.0,-59.0,-73.0,-100.0,-84.0
2,-59.0,-59.0,-58.0,-57.0,-71.0,-71.0,-58.0,-74.0,-100.0,-84.0
2,-59.0,-58.0,-58.0,-59.0,-71.0,-71.0,-59.0,-74.0,-100.0,-84.0
2,-59.0,-57.0,-58.0,-58.0,-71.0,-71.0,-67.0,-75.0,-100.0,-84.0
2,-59.0,-59.0,-58.0,-60.0,-71.0,-71.0,-59.0,-74.0,-100.0,-84.0
2,-59.0,-59.0,-58.0,-58.0,-71.0,-72.0,-67.0,-100.0,-100.0,-84.0
2,-58.0,-58.0,-59.0,-59.0,-71.0,-72.0,-66.0,-74.0,-100.0,-85.0
2,-59.0,-58.0,-59.0,-58.0,-71.0,-71.0,-67.0,-74.0,-100.0,-100.0
2,-58.0,-58.0,-60.0,-58.0,-71.0,-71.0,-67.0,-74.0,-100.0,-100.0
2,-58.0,-61.0,-59.0,-59.0,-71.0,-71.0,-60.0,-75.0,-100.0,-85.0
2,-57.0,-57.0,-57.0,-58.0,-71.0,-71.0,-61.0,-74.0,-100.0,-83.0
2,-60.0,-60.0,-60.0,-60.0,-71.0,-71.0,-61.0,-76.0,-100.0,-82.0
2,-61.0,-60.0,-61.0,-60.0,-71.0,-71.0,-60.0,-75.0,-100.0,-81.0
2,-58.0,-57.0,-57.0,-58.0,-70.0,-71.0,-57.0,-74.0,-100.0,-100.0
2,-60.0,-61.0,-60.0,-61.0,-71.0,-71.0,-68.0,-74.0,-100.0,-83.0
2,-60.0,-58.0,-59.0,-60.0,-71.0,-72.0,-59.0,-73.0,-100.0,-84.0
2,-60.0,-60.0,-60.0,-60.0,-70.0,-70.0,-67.0,-77.0,-84.0,-100.0
2,-59.0,-59.0,-59.0,-58.0,-71.0,-71.0,-67.0,-75.0,-100.0,-100.0
2,-59.0,-59.0,-59.0,-58.0,-72.0,-72.0,-60.0,-75.0,-100.0,-100.0
2,-60.0,-59.0,-59.0,-59.0,-72.0,-71.0,-65.0,-76.0,-100.0,-84.0
2,-61.0,-60.0,-61.0,-61.0,-71.0,-72.0,-67.0,-74.0,-100.0,-100.0
2,-60.0,-58.0,-60.0,-60.0,-72.0,-72.0,-59.0,-73.0,-100.0,-83.0
2,-59.0,-59.0,-60.0,-59.0,-73.0,-73.0,-74.0,-73.0,-100.0,-100.0
2,-58.0,-59.0,-59.0,-59.0,-73.0,-73.0,-68.0,-75.0,-86.0,-83.0
2,-59.0,-60.0,-60.0,-60.0,-74.0,-74.0,-66.0,-75.0,-100.0,-100.0
2,-59.0,-58.0,-58.0,-58.0,-74.0,-73.0,-59.0,-75.0,-100.0,-83.0
2,-57.0,-58.0,-58.0,-58.0,-73.0,-73.0,-67.0,-75.0,-100.0,-100.0
2,-57.0,-58.0,-59.0,-59.0,-73.0,-73.0,-100.0,-73.0,-100.0,-83.0
2,-56.0,-57.0,-58.0,-55.0,-73.0,-73.0,-64.0,-73.0,-100.0,-100.0
2,-59.0,-59.0,-59.0,-60.0,-73.0,-73.0,-59.0,-100.0,-100.0,-84.0
2,-59.0,-57.0,-58.0,-59.0,-73.0,-73.0,-64.0,-73.0,-100.0,-100.0
2,-60.0,-59.0,-58.0,-59.0,-73.0,-73.0,-59.0,-73.0,-100.0,-85.0
2,-59.0,-59.0,-59.0,-62.0,-72.0,-73.0,-59.0,-74.0,-100.0,-100.0
2,-58.0,-57.0,-58.0,-58.0,-74.0,-74.0,-61.0,-74.0,-100.0,-84.0
3,-60.0,-60.0,-58.0,-62.0,-69.0,-69.0,-62.0,-71.0,-100.0,-85.0
3,-52.0,-53.0,-54.0,-53.0,-68.0,-68.0,-62.0,-72.0,-85.0,-100.0
3,-55.0,-55.0,-55.0,-55.0,-68.0,-68.0,-62.0,-74.0,-100.0,-85.0
3,-54.0,-54.0,-53.0,-54.0,-69.0,-68.0,-63.0,-74.0,-100.0,-100.0
3,-51.0,-51.0,-52.0,-52.0,-69.0,-69.0,-60.0,-80.0,-100.0,-100.0
3,-54.0,-53.0,-53.0,-54.0,-67.0,-68.0,-59.0,-68.0,-87.0,-100.0
3,-54.0,-54.0,-53.0,-54.0,-66.0,-66.0,-57.0,-73.0,-87.0,-86.0
3,-54.0,-56.0,-55.0,-55.0,-67.0,-67.0,-62.0,-74.0,-91.0,-100.0
3,-54.0,-53.0,-53.0,-53.0,-66.0,-66.0,-66.0,-76.0,-100.0,-100.0
3,-54.0,-54.0,-54.0,-54.0,-66.0,-66.0,-64.0,-72.0,-87.0,-100.0
3,-55.0,-55.0,-55.0,-55.0,-69.0,-69.0,-58.0,-70.0,-100.0,-85.0
3,-58.0,-55.0,-55.0,-54.0,-68.0,-68.0,-55.0,-74.0,-87.0,-85.0
3,-54.0,-54.0,-54.0,-54.0,-68.0,-68.0,-100.0,-73.0,-86.0,-86.0
3,-55.0,-55.0,-55.0,-55.0,-67.0,-67.0,-61.0,-70.0,-89.0,-85.0
3,-58.0,-60.0,-58.0,-58.0,-68.0,-69.0,-64.0,-73.0,-100.0,-100.0
3,-52.0,-52.0,-52.0,-53.0,-67.0,-67.0,-56.0,-73.0,-86.0,-100.0
3,-51.0,-51.0,-51.0,-51.0,-68.0,-68.0,-100.0,-72.0,-87.0,-100.0
3,-55.0,-55.0,-54.0,-55.0,-67.0,-67.0,-57.0,-71.0,-100.0,-100.0
3,-54.0,-55.0,-55.0,-55.0,-67.0,-67.0,-59.0,-73.0,-87.0,-100.0
3,-53.0,-53.0,-52.0,-52.0,-67.0,-67.0,-61.0,-72.0,-86.0,-100.0
3,-51.0,-51.0,-51.0,-51.0,-67.0,-67.0,-66.0,-73.0,-100.0,-100.0
3,-52.0,-53.0,-55.0,-52.0,-69.0,-68.0,-60.0,-72.0,-100.0,-86.0
3,-53.0,-54.0,-54.0,-53.0,-68.0,-68.0,-59.0,-73.0,-100.0,-83.0
3,-52.0,-52.0,-52.0,-52.0,-68.0,-68.0,-61.0,-72.0,-100.0,-100.0
3,-52.0,-52.0,-52.0,-52.0,-67.0,-67.0,-62.0,-77.0,-87.0,-100.0
3,-51.0,-51.0,-51.0,-51.0,-68.0,-68.0,-59.0,-77.0,-100.0,-100.0
3,-52.0,-52.0,-53.0,-52.0,-68.0,-68.0,-58.0,-69.0,-85.0,-100.0
3,-54.0,-53.0,-55.0,-53.0,-68.0,-68.0,-58.0,-74.0,-100.0,-100.0
3,-55.0,-54.0,-57.0,-55.0,-71.0,-70.0,-59.0,-77.0,-100.0,-100.0
3,-52.0,-53.0,-52.0,-52.0,-68.0,-68.0,-61.0,-73.0,-100.0,-86.0
3,-52.0,-51.0,-52.0,-51.0,-67.0,-67.0,-68.0,-72.0,-100.0,-100.0
3,-53.0,-53.0,-53.0,-57.0,-68.0,-68.0,-57.0,-76.0,-100.0,-100.0
3,-50.0,-50.0,-49.0,-50.0,-66.0,-66.0,-66.0,-73.0,-89.0,-87.0
3,-54.0,-54.0,-54.0,-53.0,-68.0,-67.0,-59.0,-71.0,-100.0,-87.0
3,-52.0,-53.0,-53.0,-52.0,-67.0,-67.0,-58.0,-72.0,-100.0,-100.0
3,-52.0,-53.0,-53.0,-53.0,-67.0,-67.0,-63.0,-76.0,-100.0,-100.0
3,-54.0,-54.0,-53.0,-54.0,-67.0,-67.0,-63.0,-75.0,-100.0,-100.0
3,-52.0,-53.0,-53.0,-53.0,-67.0,-67.0,-63.0,-73.0,-100.0,-85.0
3,-53.0,-53.0,-54.0,-53.0,-67.0,-67.0,-57.0,-100.0,-100.0,-100.0
3,-53.0,-54.0,-54.0,-53.0,-68.0,-68.0,-62.0,-75.0,-100.0,-100.0
3,-57.0,-56.0,-57.0,-57.0,-68.0,-68.0,-60.0,-74.0,-100.0,-100.0
3,-54.0,-54.0,-54.0,-55.0,-68.0,-68.0,-65.0,-74.0,-100.0,-100.0
3,-56.0,-55.0,-55.0,-55.0,-69.0,-69.0,-62.0,-74.0,-100.0,-85.0
3,-56.0,-56.0,-56.0,-56.0,-66.0,-66.0,-63.0,-73.0,-100.0,-100.0
3,-56.0,-55.0,-56.0,-55.0,-67.0,-67.0,-61.0,-73.0,-100.0,-85.0
3,-56.0,-55.0,-55.0,-56.0,-67.0,-67.0,-61.0,-73.0,-100.0,-86.0
3,-54.0,-53.0,-54.0,-54.0,-67.0,-67.0,-61.0,-73.0,-100.0,-100.0
3,-55.0,-54.0,-54.0,-54.0,-67.0,-67.0,-63.0,-72.0,-100.0,-86.0
3,-55.0,-55.0,-54.0,-55.0,-67.0,-67.0,-61.0,-73.0,-100.0,-100.0
3,-53.0,-53.0,-54.0,-53.0,-67.0,-67.0,-62.0,-74.0,-100.0,-100.0
3,-55.0,-55.0,-55.0,-54.0,-67.0,-67.0,-61.0,-72.0,-100.0,-87.0
3,-57.0,-55.0,-55.0,-55.0,-67.0,-67.0,-61.0,-73.0,-100.0,-87.0
3,-53.0,-54.0,-54.0,-53.0,-68.0,-68.0,-61.0,-73.0,-100.0,-85.0
3,-57.0,-56.0,-56.0,-56.0,-67.0,-67.0,-64.0,-73.0,-83.0,-100.0
3,-53.0,-53.0,-53.0,-53.0,-66.0,-66.0,-63.0,-74.0,-100.0,-89.0
3,-55.0,-55.0,-54.0,-55.0,-67.0,-67.0,-62.0,-73.0,-86.0,-86.0
3,-53.0,-52.0,-53.0,-53.0,-68.0,-68.0,-100.0,-72.0,-87.0,-100.0
3,-54.0,-53.0,-54.0,-53.0,-68.0,-68.0,-58.0,-74.0,-100.0,-86.0
3,-52.0,-53.0,-52.0,-52.0,-67.0,-67.0,-65.0,-76.0,-100.0,-85.0
3,-55.0,-52.0,-53.0,-52.0,-68.0,-67.0,-63.0,-72.0,-87.0,-86.0
3,-53.0,-53.0,-52.0,-52.0,-67.0,-67.0,-58.0,-73.0,-100.0,-100.0
3,-53.0,-54.0,-54.0,-53.0,-67.0,-67.0,-58.0,-72.0,-100.0,-86.0
3,-54.0,-53.0,-54.0,-52.0,-68.0,-68.0,-63.0,-72.0,-85.0,-100.0
3,-53.0,-54.0,-55.0,-53.0,-69.0,-69.0,-65.0,-73.0,-100.0,-100.0
3,-54.0,-53.0,-53.0,-53.0,-67.0,-67.0,-62.0,-73.0,-100.0,-83.0
3,-53.0,-54.0,-53.0,-54.0,-67.0,-67.0,-58.0,-73.0,-100.0,-85.0
3,-54.0,-53.0,-54.0,-54.0,-70.0,-70.0,-61.0,-75.0,-100.0,-86.0
3,-52.0,-54.0,-52.0,-54.0,-66.0,-66.0,-65.0,-70.0,-100.0,-100.0
3,-54.0,-53.0,-53.0,-53.0,-67.0,-67.0,-63.0,-72.0,-100.0,-100.0
3,-53.0,-53.0,-53.0,-53.0,-71.0,-70.0,-69.0,-74.0,-86.0,-100.0
3,-52.0,-57.0,-52.0,-52.0,-67.0,-68.0,-64.0,-70.0,-100.0,-100.0
3,-54.0,-55.0,-54.0,-54.0,-68.0,-69.0,-58.0,-73.0,-100.0,-100.0
3,-55.0,-55.0,-54.0,-55.0,-68.0,-68.0,-56.0,-74.0,-100.0,-100.0
3,-53.0,-52.0,-52.0,-53.0,-67.0,-67.0,-56.0,-74.0,-87.0,-100.0
3,-53.0,-52.0,-53.0,-55.0,-67.0,-68.0,-56.0,-74.0,-100.0,-100.0
3,-51.0,-52.0,-52.0,-53.0,-67.0,-67.0,-66.0,-73.0,-100.0,-100.0
3,-52.0,-51.0,-51.0,-52.0,-69.0,-69.0,-100.0,-73.0,-100.0,-85.0
3,-51.0,-54.0,-52.0,-52.0,-67.0,-67.0,-100.0,-69.0,-100.0,-100.0
3,-50.0,-50.0,-50.0,-50.0,-69.0,-69.0,-68.0,-74.0,-88.0,-100.0
3,-56.0,-55.0,-55.0,-55.0,-67.0,-67.0,-58.0,-74.0,-85.0,-100.0
3,-56.0,-57.0,-57.0,-57.0,-67.0,-67.0,-65.0,-74.0,-100.0,-100.0
3,-60.0,-60.0,-59.0,-60.0,-66.0,-66.0,-100.0,-76.0,-87.0,-100.0
3,-52.0,-52.0,-53.0,-52.0,-65.0,-65.0,-56.0,-73.0,-100.0,-100.0
3,-58.0,-58.0,-57.0,-58.0,-66.0,-66.0,-56.0,-75.0,-100.0,-100.0
3,-56.0,-56.0,-56.0,-55.0,-67.0,-67.0,-56.0,-74.0,-100.0,-100.0
3,-52.0,-51.0,-52.0,-52.0,-67.0,-67.0,-69.0,-67.0,-100.0,-87.0
3,-53.0,-53.0,-53.0,-53.0,-67.0,-67.0,-100.0,-76.0,-89.0,-100.0
3,-54.0,-55.0,-54.0,-55.0,-68.0,-68.0,-60.0,-74.0,-85.0,-100.0
3,-52.0,-52.0,-52.0,-52.0,-68.0,-68.0,-64.0,-76.0,-87.0,-100.0
3,-53.0,-54.0,-54.0,-53.0,-67.0,-67.0,-62.0,-73.0,-85.0,-100.0
3,-55.0,-57.0,-58.0,-57.0,-67.0,-67.0,-55.0,-72.0,-100.0,-100.0
3,-55.0,-56.0,-56.0,-55.0,-68.0,-67.0,-60.0,-73.0,-100.0,-100.0
3,-52.0,-52.0,-53.0,-52.0,-69.0,-68.0,-100.0,-75.0,-100.0,-86.0
3,-53.0,-52.0,-53.0,-52.0,-69.0,-69.0,-58.0,-73.0,-88.0,-100.0
3,-52.0,-52.0,-52.0,-52.0,-68.0,-68.0,-65.0,-76.0,-100.0,-100.0
3,-54.0,-54.0,-54.0,-53.0,-67.0,-67.0,-100.0,-74.0,-86.0,-100.0
3,-52.0,-53.0,-53.0,-53.0,-67.0,-67.0,-60.0,-72.0,-100.0,-100.0
3,-53.0,-54.0,-54.0,-54.0,-68.0,-68.0,-58.0,-72.0,-100.0,-85.0
3,-51.0,-51.0,-51.0,-52.0,-67.0,-68.0,-58.0,-70.0,-89.0,-100.0
3,-54.0,-54.0,-55.0,-55.0,-66.0,-66.0,-65.0,-77.0,-100.0,-100.0
3,-59.0,-59.0,-60.0,-59.0,-67.0,-67.0,-58.0,-75.0,-84.0,-100.0
3,-54.0,-56.0,-55.0,-55.0,-67.0,-67.0,-65.0,-74.0,-100.0,-100.0
3,-53.0,-53.0,-53.0,-54.0,-67.0,-68.0,-64.0,-75.0,-100.0,-100.0
3,-55.0,-55.0,-55.0,-55.0,-68.0,-69.0,-100.0,-74.0,-100.0,-85.0
3,-52.0,-52.0,-51.0,-52.0,-67.0,-67.0,-100.0,-71.0,-100.0,-88.0
3,-52.0,-52.0,-56.0,-52.0,-67.0,-67.0,-60.0,-76.0,-85.0,-100.0
3,-55.0,-54.0,-55.0,-55.0,-67.0,-67.0,-100.0,-73.0,-89.0,-100.0
3,-56.0,-56.0,-57.0,-56.0,-67.0,-67.0,-57.0,-71.0,-100.0,-100.0
3,-58.0,-57.0,-59.0,-59.0,-67.0,-67.0,-57.0,-70.0,-100.0,-100.0
3,-59.0,-60.0,-60.0,-59.0,-67.0,-68.0,-68.0,-75.0,-100.0,-100.0
3,-55.0,-57.0,-55.0,-55.0,-68.0,-68.0,-67.0,-79.0,-100.0,-100.0
3,-54.0,-54.0,-54.0,-54.0,-68.0,-68.0,-100.0,-73.0,-88.0,-100.0
3,-52.0,-53.0,-53.0,-53.0,-66.0,-66.0,-59.0,-77.0,-100.0,-100.0
3,-56.0,-56.0,-56.0,-56.0,-70.0,-70.0,-64.0,-77.0,-100.0,-100.0
3,-56.0,-55.0,-55.0,-55.0,-68.0,-67.0,-100.0,-72.0,-100.0,-87.0
3,-55.0,-55.0,-55.0,-55.0,-67.0,-67.0,-59.0,-73.0,-100.0,-100.0
3,-56.0,-56.0,-56.0,-56.0,-66.0,-66.0,-57.0,-72.0,-100.0,-100.0
3,-54.0,-55.0,-55.0,-54.0,-68.0,-68.0,-60.0,-74.0,-100.0,-100.0
3,-52.0,-54.0,-51.0,-51.0,-69.0,-69.0,-57.0,-70.0,-100.0,-100.0
3,-53.0,-55.0,-54.0,-54.0,-68.0,-68.0,-65.0,-71.0,-100.0,-86.0
4,-59.0,-59.0,-60.0,-62.0,-62.0,-62.0,-73.0,-57.0,-100.0,-81.0
4,-62.0,-65.0,-66.0,-64.0,-61.0,-61.0,-65.0,-60.0,-100.0,-82.0
4,-65.0,-65.0,-67.0,-66.0,-64.0,-64.0,-67.0,-59.0,-100.0,-100.0
4,-69.0,-67.0,-69.0,-70.0,-62.0,-62.0,-63.0,-59.0,-100.0,-79.0
4,-70.0,-69.0,-66.0,-69.0,-61.0,-61.0,-67.0,-59.0,-100.0,-81.0
4,-69.0,-67.0,-67.0,-68.0,-65.0,-65.0,-100.0,-59.0,-100.0,-82.0
4,-66.0,-66.0,-68.0,-69.0,-63.0,-63.0,-67.0,-60.0,-100.0,-81.0
4,-69.0,-69.0,-66.0,-69.0,-62.0,-62.0,-68.0,-100.0,-100.0,-82.0
4,-69.0,-70.0,-69.0,-69.0,-62.0,-62.0,-66.0,-59.0,-100.0,-82.0
4,-71.0,-69.0,-69.0,-70.0,-61.0,-61.0,-66.0,-60.0,-100.0,-100.0
4,-68.0,-68.0,-67.0,-69.0,-62.0,-62.0,-67.0,-59.0,-100.0,-83.0
4,-67.0,-67.0,-67.0,-67.0,-63.0,-64.0,-68.0,-59.0,-100.0,-82.0
4,-69.0,-68.0,-68.0,-68.0,-60.0,-60.0,-65.0,-59.0,-100.0,-81.0
4,-71.0,-72.0,-71.0,-70.0,-60.0,-60.0,-64.0,-59.0,-100.0,-82.0
4,-71.0,-71.0,-71.0,-71.0,-59.0,-59.0,-68.0,-58.0,-100.0,-100.0
4,-70.0,-70.0,-69.0,-69.0,-59.0,-59.0,-63.0,-58.0,-100.0,-83.0
4,-68.0,-68.0,-69.0,-68.0,-60.0,-61.0,-68.0,-59.0,-100.0,-100.0
4,-67.0,-67.0,-65.0,-68.0,-61.0,-61.0,-100.0,-59.0,-100.0,-81.0
4,-67.0,-66.0,-66.0,-67.0,-63.0,-63.0,-100.0,-59.0,-100.0,-82.0
4,-67.0,-69.0,-69.0,-68.0,-63.0,-63.0,-100.0,-59.0,-88.0,-100.0
4,-69.0,-70.0,-70.0,-70.0,-61.0,-61.0,-68.0,-61.0,-100.0,-80.0
4,-69.0,-69.0,-69.0,-69.0,-62.0,-62.0,-100.0,-58.0,-100.0,-80.0
4,-66.0,-66.0,-66.0,-66.0,-62.0,-62.0,-59.0,-59.0,-100.0,-81.0
4,-65.0,-64.0,-63.0,-64.0,-63.0,-63.0,-67.0,-73.0,-100.0,-82.0
4,-67.0,-68.0,-68.0,-68.0,-63.0,-63.0,-69.0,-69.0,-100.0,-81.0
4,-69.0,-67.0,-68.0,-67.0,-62.0,-62.0,-66.0,-63.0,-100.0,-83.0
4,-65.0,-66.0,-65.0,-66.0,-62.0,-61.0,-71.0,-63.0,-100.0,-80.0
4,-67.0,-70.0,-70.0,-69.0,-61.0,-62.0,-66.0,-60.0,-100.0,-82.0
4,-64.0,-65.0,-63.0,-64.0,-61.0,-61.0,-66.0,-59.0,-100.0,-81.0
4,-62.0,-61.0,-60.0,-61.0,-61.0,-61.0,-68.0,-59.0,-100.0,-83.0
4,-62.0,-62.0,-62.0,-62.0,-61.0,-61.0,-60.0,-61.0,-100.0,-82.0
4,-62.0,-60.0,-60.0,-60.0,-63.0,-63.0,-67.0,-59.0,-90.0,-81.0
4,-70.0,-71.0,-71.0,-70.0,-61.0,-61.0,-69.0,-60.0,-100.0,-100.0
4,-65.0,-65.0,-67.0,-66.0,-66.0,-66.0,-69.0,-59.0,-100.0,-100.0
4,-67.0,-68.0,-67.0,-67.0,-62.0,-62.0,-64.0,-58.0,-100.0,-82.0
4,-71.0,-70.0,-71.0,-71.0,-63.0,-63.0,-68.0,-60.0,-100.0,-81.0
4,-67.0,-67.0,-67.0,-64.0,-63.0,-63.0,-66.0,-59.0,-100.0,-81.0
4,-66.0,-67.0,-66.0,-66.0,-62.0,-62.0,-69.0,-59.0,-87.0,-81.0
