rp,CETELI_WIFI,CETELI_TREINAMENTOS,CETELI_P&D,VISITANTE_CETELI,eduroam,wifi-zone-ufam-1,dlink-9A00,TPV,BRITO_AP,S80
4,-64.0,-63.0,-64.0,-64.0,-63.0,-63.0,-69.0,-58.0,-86.0,-84.0
4,-69.0,-68.0,-68.0,-69.0,-61.0,-61.0,-65.0,-59.0,-100.0,-82.0
4,-70.0,-70.0,-70.0,-69.0,-62.0,-62.0,-64.0,-60.0,-100.0,-81.0
4,-64.0,-65.0,-64.0,-64.0,-61.0,-61.0,-63.0,-62.0,-100.0,-81.0
4,-69.0,-68.0,-68.0,-70.0,-63.0,-63.0,-64.0,-61.0,-100.0,-81.0
4,-69.0,-70.0,-68.0,-70.0,-62.0,-62.0,-63.0,-60.0,-100.0,-83.0
4,-66.0,-67.0,-66.0,-68.0,-62.0,-61.0,-68.0,-58.0,-100.0,-82.0
4,-62.0,-62.0,-62.0,-61.0,-64.0,-64.0,-71.0,-58.0,-100.0,-82.0
4,-63.0,-63.0,-63.0,-64.0,-63.0,-63.0,-63.0,-59.0,-100.0,-81.0
4,-66.0,-65.0,-66.0,-66.0,-63.0,-63.0,-66.0,-60.0,-100.0,-81.0
4,-68.0,-70.0,-69.0,-70.0,-63.0,-63.0,-66.0,-60.0,-100.0,-81.0
4,-69.0,-69.0,-70.0,-70.0,-63.0,-63.0,-70.0,-60.0,-100.0,-83.0
4,-60.0,-60.0,-60.0,-60.0,-65.0,-64.0,-73.0,-61.0,-88.0,-86.0
4,-67.0,-66.0,-66.0,-66.0,-65.0,-65.0,-64.0,-63.0,-87.0,-82.0
4,-68.0,-67.0,-67.0,-68.0,-64.0,-64.0,-68.0,-59.0,-100.0,-84.0
4,-67.0,-67.0,-67.0,-68.0,-62.0,-62.0,-65.0,-59.0,-100.0,-80.0
4,-65.0,-66.0,-66.0,-66.0,-64.0,-65.0,-67.0,-59.0,-100.0,-81.0
4,-67.0,-66.0,-66.0,-66.0,-63.0,-63.0,-68.0,-59.0,-100.0,-82.0
4,-66.0,-66.0,-65.0,-66.0,-62.0,-63.0,-68.0,-59.0,-89.0,-100.0
4,-66.0,-66.0,-65.0,-66.0,-64.0,-64.0,-65.0,-59.0,-91.0,-100.0
4,-66.0,-66.0,-65.0,-67.0,-62.0,-62.0,-68.0,-59.0,-100.0,-100.0
4,-67.0,-66.0,-67.0,-68.0,-63.0,-62.0,-68.0,-60.0,-100.0,-82.0
4,-66.0,-67.0,-67.0,-67.0,-62.0,-62.0,-68.0,-60.0,-100.0,-100.0
4,-64.0,-67.0,-66.0,-67.0,-62.0,-62.0,-62.0,-60.0,-100.0,-82.0
4,-64.0,-67.0,-66.0,-67.0,-61.0,-61.0,-65.0,-60.0,-100.0,-82.0
4,-65.0,-65.0,-66.0,-66.0,-62.0,-62.0,-63.0,-59.0,-100.0,-100.0
4,-66.0,-64.0,-64.0,-65.0,-64.0,-64.0,-66.0,-61.0,-100.0,-83.0
4,-68.0,-69.0,-69.0,-69.0,-63.0,-64.0,-65.0,-60.0,-100.0,-81.0
4,-68.0,-68.0,-68.0,-68.0,-61.0,-61.0,-67.0,-59.0,-100.0,-81.0
4,-70.0,-71.0,-71.0,-71.0,-64.0,-64.0,-65.0,-58.0,-100.0,-82.0
4,-68.0,-67.0,-67.0,-66.0,-66.0,-66.0,-69.0,-60.0,-90.0,-85.0
4,-68.0,-68.0,-68.0,-68.0,-66.0,-66.0,-68.0,-60.0,-100.0,-83.0
4,-70.0,-70.0,-70.0,-70.0,-62.0,-62.0,-100.0,-60.0,-87.0,-85.0
4,-68.0,-67.0,-66.0,-67.0,-61.0,-61.0,-71.0,-63.0,-89.0,-83.0
4,-68.0,-67.0,-68.0,-68.0,-63.0,-63.0,-66.0,-59.0,-100.0,-87.0
4,-71.0,-70.0,-70.0,-71.0,-63.0,-63.0,-73.0,-63.0,-88.0,-85.0
4,-74.0,-74.0,-73.0,-73.0,-63.0,-63.0,-67.0,-60.0,-100.0,-84.0
4,-65.0,-65.0,-66.0,-63.0,-64.0,-63.0,-72.0,-61.0,-100.0,-81.0
4,-63.0,-64.0,-64.0,-64.0,-60.0,-60.0,-72.0,-61.0,-100.0,-100.0
4,-65.0,-64.0,-65.0,-65.0,-63.0,-63.0,-100.0,-64.0,-100.0,-100.0
4,-59.0,-58.0,-60.0,-59.0,-65.0,-65.0,-100.0,-62.0,-100.0,-83.0
4,-63.0,-65.0,-64.0,-63.0,-64.0,-65.0,-66.0,-60.0,-100.0,-100.0
4,-73.0,-74.0,-74.0,-73.0,-87.0,-85.0,-66.0,-58.0,-100.0,-85.0
4,-66.0,-66.0,-66.0,-66.0,-67.0,-67.0,-67.0,-62.0,-100.0,-82.0
4,-67.0,-67.0,-67.0,-66.0,-64.0,-64.0,-65.0,-60.0,-100.0,-81.0
4,-66.0,-67.0,-68.0,-65.0,-62.0,-62.0,-65.0,-60.0,-100.0,-100.0
4,-64.0,-65.0,-64.0,-64.0,-63.0,-63.0,-65.0,-59.0,-100.0,-100.0
4,-62.0,-62.0,-62.0,-62.0,-63.0,-63.0,-60.0,-60.0,-100.0,-100.0
4,-63.0,-65.0,-63.0,-63.0,-63.0,-63.0,-64.0,-60.0,-100.0,-100.0
4,-65.0,-65.0,-65.0,-64.0,-63.0,-63.0,-64.0,-59.0,-90.0,-100.0
4,-64.0,-64.0,-64.0,-64.0,-63.0,-63.0,-65.0,-59.0,-100.0,-82.0
4,-67.0,-67.0,-67.0,-67.0,-64.0,-64.0,-66.0,-59.0,-100.0,-100.0
4,-64.0,-64.0,-64.0,-64.0,-64.0,-64.0,-100.0,-60.0,-89.0,-100.0
4,-60.0,-64.0,-61.0,-61.0,-63.0,-63.0,-70.0,-66.0,-90.0,-100.0
4,-59.0,-59.0,-60.0,-60.0,-64.0,-64.0,-70.0,-62.0,-93.0,-100.0
4,-63.0,-63.0,-62.0,-64.0,-63.0,-62.0,-71.0,-61.0,-100.0,-82.0
4,-63.0,-64.0,-63.0,-64.0,-63.0,-63.0,-68.0,-61.0,-90.0,-83.0
4,-62.0,-62.0,-62.0,-62.0,-63.0,-63.0,-69.0,-61.0,-100.0,-83.0
4,-64.0,-64.0,-65.0,-64.0,-64.0,-64.0,-100.0,-60.0,-100.0,-82.0
4,-64.0,-65.0,-66.0,-65.0,-64.0,-63.0,-66.0,-59.0,-100.0,-85.0
4,-63.0,-62.0,-61.0,-62.0,-67.0,-67.0,-60.0,-60.0,-100.0,-85.0
4,-58.0,-58.0,-58.0,-58.0,-63.0,-63.0,-66.0,-62.0,-100.0,-100.0
4,-60.0,-61.0,-60.0,-60.0,-63.0,-63.0,-66.0,-61.0,-100.0,-83.0
4,-57.0,-58.0,-58.0,-58.0,-62.0,-62.0,-68.0,-60.0,-100.0,-83.0
4,-61.0,-62.0,-61.0,-61.0,-64.0,-64.0,-64.0,-65.0,-100.0,-100.0
4,-62.0,-60.0,-60.0,-62.0,-63.0,-63.0,-68.0,-64.0,-100.0,-84.0
4,-54.0,-55.0,-55.0,-57.0,-61.0,-61.0,-63.0,-63.0,-100.0,-83.0
4,-59.0,-59.0,-58.0,-58.0,-62.0,-62.0,-69.0,-63.0,-100.0,-100.0
4,-55.0,-56.0,-55.0,-56.0,-63.0,-63.0,-65.0,-60.0,-100.0,-84.0
4,-64.0,-62.0,-62.0,-62.0,-64.0,-64.0,-63.0,-60.0,-100.0,-83.0
4,-62.0,-61.0,-59.0,-61.0,-62.0,-62.0,-65.0,-62.0,-100.0,-100.0
4,-61.0,-62.0,-61.0,-62.0,-65.0,-65.0,-64.0,-62.0,-100.0,-100.0
4,-65.0,-65.0,-65.0,-65.0,-64.0,-64.0,-67.0,-60.0,-100.0,-100.0
4,-62.0,-63.0,-62.0,-62.0,-63.0,-63.0,-64.0,-59.0,-100.0,-80.0
4,-62.0,-64.0,-62.0,-63.0,-63.0,-63.0,-100.0,-60.0,-100.0,-100.0
4,-63.0,-63.0,-63.0,-63.0,-64.0,-64.0,-68.0,-60.0,-100.0,-82.0
4,-63.0,-63.0,-63.0,-63.0,-63.0,-63.0,-70.0,-72.0,-100.0,-81.0
4,-64.0,-62.0,-63.0,-65.0,-62.0,-62.0,-67.0,-60.0,-100.0,-82.0
4,-62.0,-63.0,-63.0,-62.0,-62.0,-62.0,-66.0,-61.0,-100.0,-82.0
4,-61.0,-60.0,-61.0,-61.0,-63.0,-63.0,-70.0,-58.0,-100.0,-80.0
4,-62.0,-63.0,-63.0,-63.0,-64.0,-64.0,-100.0,-61.0,-90.0,-100.0
4,-59.0,-59.0,-60.0,-60.0,-64.0,-64.0,-70.0,-60.0,-100.0,-84.0
5,-65.0,-67.0,-67.0,-66.0,-60.0,-60.0,-74.0,-64.0,-84.0,-81.0
5,-68.0,-69.0,-69.0,-69.0,-58.0,-58.0,-100.0,-61.0,-82.0,-100.0
5,-70.0,-70.0,-69.0,-71.0,-59.0,-59.0,-84.0,-61.0,-87.0,-82.0
5,-69.0,-70.0,-69.0,-69.0,-59.0,-58.0,-73.0,-60.0,-82.0,-81.0
5,-69.0,-69.0,-69.0,-70.0,-58.0,-58.0,-100.0,-61.0,-84.0,-100.0
5,-69.0,-69.0,-69.0,-70.0,-59.0,-59.0,-100.0,-60.0,-84.0,-81.0
5,-70.0,-70.0,-70.0,-69.0,-59.0,-59.0,-100.0,-60.0,-83.0,-81.0
5,-69.0,-69.0,-69.0,-70.0,-59.0,-59.0,-100.0,-61.0,-82.0,-82.0
5,-69.0,-71.0,-69.0,-69.0,-59.0,-59.0,-100.0,-60.0,-80.0,-81.0
5,-68.0,-68.0,-67.0,-70.0,-59.0,-58.0,-84.0,-60.0,-83.0,-82.0
5,-69.0,-73.0,-71.0,-71.0,-59.0,-59.0,-73.0,-61.0,-83.0,-81.0
5,-67.0,-66.0,-66.0,-68.0,-59.0,-59.0,-100.0,-61.0,-81.0,-81.0
5,-70.0,-70.0,-70.0,-71.0,-59.0,-59.0,-73.0,-60.0,-81.0,-81.0
5,-69.0,-69.0,-69.0,-69.0,-59.0,-59.0,-73.0,-60.0,-84.0,-100.0
5,-73.0,-73.0,-72.0,-73.0,-58.0,-58.0,-73.0,-61.0,-83.0,-82.0
5,-68.0,-67.0,-68.0,-68.0,-58.0,-58.0,-83.0,-61.0,-83.0,-83.0
5,-69.0,-68.0,-69.0,-68.0,-59.0,-58.0,-75.0,-62.0,-83.0,-100.0
5,-68.0,-67.0,-68.0,-68.0,-60.0,-59.0,-76.0,-62.0,-83.0,-82.0
5,-67.0,-68.0,-66.0,-67.0,-58.0,-58.0,-100.0,-57.0,-82.0,-83.0
5,-69.0,-69.0,-69.0,-70.0,-58.0,-58.0,-100.0,-56.0,-85.0,-100.0
5,-71.0,-71.0,-71.0,-70.0,-58.0,-58.0,-100.0,-60.0,-84.0,-100.0
5,-68.0,-68.0,-68.0,-69.0,-58.0,-58.0,-66.0,-61.0,-84.0,-100.0
5,-68.0,-68.0,-67.0,-68.0,-59.0,-58.0,-82.0,-62.0,-100.0,-82.0
5,-68.0,-69.0,-67.0,-68.0,-58.0,-58.0,-100.0,-60.0,-83.0,-85.0
5,-69.0,-69.0,-70.0,-71.0,-58.0,-58.0,-80.0,-57.0,-100.0,-79.0
5,-70.0,-71.0,-68.0,-70.0,-59.0,-59.0,-79.0,-58.0,-100.0,-100.0
5,-67.0,-68.0,-67.0,-67.0,-61.0,-61.0,-74.0,-56.0,-82.0,-100.0
5,-70.0,-70.0,-71.0,-70.0,-60.0,-60.0,-80.0,-60.0,-100.0,-100.0
5,-69.0,-68.0,-71.0,-69.0,-60.0,-60.0,-75.0,-59.0,-82.0,-80.0
5,-67.0,-68.0,-68.0,-69.0,-62.0,-61.0,-100.0,-62.0,-84.0,-78.0
5,-68.0,-68.0,-70.0,-68.0,-62.0,-62.0,-84.0,-59.0,-84.0,-79.0
5,-70.0,-70.0,-70.0,-71.0,-61.0,-60.0,-84.0,-57.0,-84.0,-100.0
5,-69.0,-68.0,-68.0,-69.0,-59.0,-59.0,-83.0,-58.0,-84.0,-80.0
5,-71.0,-70.0,-70.0,-70.0,-60.0,-60.0,-69.0,-63.0,-84.0,-80.0
5,-67.0,-69.0,-70.0,-66.0,-58.0,-58.0,-100.0,-59.0,-81.0,-79.0
5,-71.0,-70.0,-71.0,-71.0,-60.0,-60.0,-100.0,-57.0,-83.0,-80.0
5,-68.0,-68.0,-68.0,-68.0,-60.0,-60.0,-100.0,-60.0,-100.0,-81.0
5,-68.0,-69.0,-68.0,-69.0,-60.0,-60.0,-100.0,-58.0,-86.0,-100.0
5,-69.0,-69.0,-68.0,-68.0,-59.0,-59.0,-100.0,-58.0,-83.0,-100.0
5,-69.0,-68.0,-68.0,-68.0,-60.0,-60.0,-81.0,-59.0,-100.0,-81.0
5,-68.0,-67.0,-67.0,-68.0,-59.0,-59.0,-73.0,-58.0,-84.0,-100.0
5,-70.0,-70.0,-70.0,-70.0,-57.0,-57.0,-80.0,-56.0,-82.0,-100.0
5,-68.0,-68.0,-66.0,-68.0,-59.0,-59.0,-77.0,-57.0,-81.0,-80.0
5,-70.0,-67.0,-70.0,-70.0,-58.0,-58.0,-100.0,-58.0,-83.0,-80.0
5,-69.0,-67.0,-68.0,-69.0,-58.0,-58.0,-81.0,-60.0,-100.0,-100.0
5,-69.0,-69.0,-68.0,-68.0,-57.0,-57.0,-100.0,-61.0,-83.0,-100.0
5,-72.0,-72.0,-72.0,-72.0,-59.0,-59.0,-100.0,-62.0,-86.0,-100.0
5,-69.0,-68.0,-70.0,-69.0,-58.0,-58.0,-73.0,-61.0,-84.0,-80.0
5,-71.0,-70.0,-71.0,-70.0,-58.0,-57.0,-72.0,-60.0,-100.0,-81.0
5,-72.0,-71.0,-70.0,-71.0,-59.0,-59.0,-78.0,-62.0,-84.0,-82.0
5,-71.0,-71.0,-71.0,-71.0,-59.0,-59.0,-80.0,-100.0,-86.0,-81.0
5,-72.0,-71.0,-74.0,-72.0,-60.0,-60.0,-100.0,-63.0,-83.0,-83.0
5,-69.0,-69.0,-69.0,-69.0,-61.0,-61.0,-74.0,-60.0,-100.0,-80.0
5,-70.0,-70.0,-69.0,-70.0,-63.0,-63.0,-100.0,-58.0,-83.0,-79.0
5,-72.0,-71.0,-70.0,-69.0,-62.0,-62.0,-82.0,-57.0,-100.0,-81.0
5,-71.0,-71.0,-71.0,-71.0,-60.0,-60.0,-100.0,-63.0,-83.0,-81.0
5,-67.0,-67.0,-67.0,-67.0,-60.0,-59.0,-100.0,-57.0,-100.0,-77.0
5,-69.0,-71.0,-69.0,-69.0,-59.0,-58.0,-76.0,-59.0,-100.0,-100.0
5,-68.0,-69.0,-68.0,-69.0,-66.0,-66.0,-75.0,-62.0,-100.0,-79.0
5,-67.0,-68.0,-68.0,-67.0,-60.0,-60.0,-77.0,-61.0,-84.0,-80.0
5,-66.0,-65.0,-66.0,-66.0,-59.0,-59.0,-100.0,-61.0,-84.0,-84.0
5,-66.0,-67.0,-67.0,-67.0,-58.0,-58.0,-100.0,-60.0,-80.0,-100.0
5,-71.0,-71.0,-70.0,-70.0,-58.0,-58.0,-100.0,-60.0,-83.0,-79.0
5,-68.0,-70.0,-69.0,-69.0,-60.0,-60.0,-100.0,-60.0,-86.0,-100.0
5,-66.0,-67.0,-66.0,-66.0,-61.0,-61.0,-79.0,-57.0,-83.0,-78.0
5,-69.0,-69.0,-70.0,-69.0,-59.0,-59.0,-76.0,-63.0,-100.0,-79.0
5,-69.0,-70.0,-69.0,-70.0,-60.0,-60.0,-100.0,-64.0,-100.0,-78.0
5,-69.0,-70.0,-69.0,-70.0,-59.0,-59.0,-100.0,-59.0,-84.0,-80.0
5,-72.0,-72.0,-74.0,-72.0,-59.0,-58.0,-73.0,-63.0,-100.0,-81.0
5,-68.0,-69.0,-69.0,-69.0,-60.0,-60.0,-75.0,-62.0,-86.0,-100.0
5,-69.0,-68.0,-68.0,-69.0,-60.0,-60.0,-77.0,-58.0,-82.0,-100.0
5,-66.0,-66.0,-66.0,-66.0,-58.0,-58.0,-81.0,-60.0,-83.0,-100.0
5,-69.0,-70.0,-69.0,-69.0,-62.0,-62.0,-74.0,-60.0,-83.0,-82.0
5,-67.0,-68.0,-68.0,-68.0,-61.0,-62.0,-100.0,-66.0,-82.0,-100.0
5,-68.0,-69.0,-68.0,-69.0,-60.0,-60.0,-100.0,-62.0,-83.0,-82.0
5,-66.0,-66.0,-65.0,-66.0,-62.0,-62.0,-76.0,-62.0,-100.0,-82.0
5,-67.0,-66.0,-67.0,-69.0,-60.0,-60.0,-82.0,-65.0,-80.0,-82.0
5,-68.0,-68.0,-68.0,-68.0,-61.0,-61.0,-100.0,-59.0,-100.0,-80.0
5,-69.0,-68.0,-68.0,-68.0,-62.0,-62.0,-82.0,-63.0,-100.0,-82.0
5,-69.0,-69.0,-69.0,-69.0,-59.0,-60.0,-100.0,-65.0,-83.0,-82.0
5,-73.0,-74.0,-74.0,-74.0,-58.0,-58.0,-78.0,-57.0,-81.0,-81.0
5,-73.0,-74.0,-71.0,-73.0,-58.0,-58.0,-100.0,-62.0,-100.0,-83.0
5,-71.0,-71.0,-71.0,-71.0,-57.0,-57.0,-100.0,-63.0,-83.0,-80.0
5,-69.0,-70.0,-69.0,-69.0,-58.0,-58.0,-71.0,-60.0,-80.0,-82.0
5,-69.0,-70.0,-69.0,-70.0,-58.0,-58.0,-78.0,-60.0,-100.0,-100.0
5,-69.0,-68.0,-68.0,-70.0,-60.0,-60.0,-100.0,-61.0,-100.0,-84.0
5,-68.0,-68.0,-67.0,-67.0,-60.0,-59.0,-100.0,-58.0,-100.0,-79.0
5,-66.0,-66.0,-67.0,-66.0,-60.0,-60.0,-85.0,-58.0,-100.0,-79.0
5,-70.0,-68.0,-68.0,-70.0,-59.0,-59.0,-72.0,-57.0,-79.0,-81.0
5,-71.0,-71.0,-72.0,-71.0,-61.0,-61.0,-100.0,-61.0,-83.0,-100.0
5,-69.0,-68.0,-68.0,-68.0,-62.0,-63.0,-80.0,-58.0,-81.0,-100.0
5,-66.0,-66.0,-67.0,-67.0,-60.0,-60.0,-100.0,-58.0,-85.0,-82.0
5,-70.0,-71.0,-71.0,-71.0,-58.0,-58.0,-100.0,-60.0,-83.0,-100.0
5,-69.0,-69.0,-69.0,-68.0,-57.0,-58.0,-81.0,-62.0,-82.0,-100.0
5,-72.0,-71.0,-71.0,-72.0,-61.0,-60.0,-100.0,-60.0,-100.0,-83.0
5,-66.0,-66.0,-66.0,-66.0,-58.0,-58.0,-77.0,-60.0,-100.0,-81.0
5,-73.0,-74.0,-72.0,-71.0,-58.0,-58.0,-100.0,-64.0,-84.0,-82.0
5,-71.0,-72.0,-72.0,-71.0,-57.0,-57.0,-79.0,-61.0,-85.0,-83.0
5,-73.0,-73.0,-72.0,-73.0,-57.0,-57.0,-100.0,-61.0,-100.0,-82.0
5,-71.0,-70.0,-70.0,-70.0,-57.0,-57.0,-82.0,-65.0,-100.0,-81.0
5,-72.0,-72.0,-73.0,-72.0,-59.0,-59.0,-100.0,-60.0,-84.0,-75.0
5,-66.0,-67.0,-68.0,-66.0,-59.0,-59.0,-76.0,-61.0,-100.0,-81.0
5,-63.0,-64.0,-63.0,-63.0,-57.0,-56.0,-100.0,-60.0,-88.0,-83.0
5,-61.0,-61.0,-61.0,-61.0,-57.0,-57.0,-81.0,-59.0,-100.0,-81.0
5,-61.0,-63.0,-63.0,-62.0,-57.0,-57.0,-81.0,-60.0,-100.0,-82.0
5,-73.0,-72.0,-72.0,-73.0,-59.0,-59.0,-100.0,-59.0,-100.0,-82.0
5,-72.0,-72.0,-73.0,-73.0,-58.0,-58.0,-100.0,-61.0,-84.0,-81.0
5,-68.0,-68.0,-68.0,-69.0,-58.0,-58.0,-81.0,-66.0,-84.0,-81.0
5,-69.0,-70.0,-69.0,-68.0,-65.0,-65.0,-75.0,-52.0,-86.0,-81.0
5,-70.0,-71.0,-70.0,-71.0,-63.0,-63.0,-75.0,-59.0,-100.0,-80.0
5,-65.0,-70.0,-69.0,-68.0,-61.0,-61.0,-82.0,-59.0,-100.0,-82.0
5,-66.0,-64.0,-66.0,-67.0,-62.0,-62.0,-86.0,-58.0,-100.0,-83.0
5,-65.0,-64.0,-64.0,-65.0,-61.0,-61.0,-78.0,-56.0,-100.0,-82.0
5,-64.0,-64.0,-64.0,-64.0,-60.0,-60.0,-80.0,-57.0,-100.0,-82.0
5,-67.0,-66.0,-66.0,-66.0,-60.0,-60.0,-100.0,-57.0,-100.0,-80.0
5,-67.0,-66.0,-67.0,-67.0,-60.0,-60.0,-73.0,-58.0,-100.0,-81.0
5,-65.0,-66.0,-65.0,-66.0,-62.0,-62.0,-100.0,-59.0,-91.0,-80.0
5,-67.0,-67.0,-66.0,-66.0,-59.0,-59.0,-76.0,-58.0,-100.0,-81.0
5,-66.0,-66.0,-66.0,-66.0,-61.0,-61.0,-72.0,-58.0,-100.0,-81.0
5,-64.0,-65.0,-65.0,-65.0,-60.0,-61.0,-100.0,-57.0,-88.0,-83.0
